"","Human.GBM...peri.tumor.astrocytes","Human.GBM...peri.tumor.astrocytes.1","Human.GBM...peri.tumor.astrocytes.2","Human.GBM...peri.tumor.astrocytes.3","Human.sclerotic.hippocampi.astrocytes","Human.sclerotic.hippocampi.astrocytes.1","Human.sclerotic.hippocampi.astrocytes.2","Human.sclerotic.hippocampi.astrocytes.3","Human.fetal.astrocytes","Human.fetal.astrocytes.1","Human.fetal.astrocytes.2","Human.fetal.astrocytes.3","Human.fetal.astrocytes.4","Human.fetal.astrocytes.5","Human.mature.astrocytes","Human.mature.astrocytes.1","Human.mature.astrocytes.2","Human.mature.astrocytes.3","Human.mature.astrocytes.4","Human.mature.astrocytes.5","Human.mature.astrocytes.6","Human.mature.astrocytes.7","Human.mature.astrocytes.8","Human.mature.astrocytes.9","Human.mature.astrocytes.10","Human.mature.astrocytes.11","Human.Neurons","Human.Oligodendrocytes","Human.Oligodendrocytes.1","Human.Oligodendrocytes.2","Human.Oligodendrocytes.3","Human.Oligodendrocytes.4","Human.Microglia.Macrophage","Human.Microglia.Macrophage.1","Human.Microglia.Macrophage.2","Human.Endothelial","Human.Endothelial.1","Human.whole.cortex","Human.whole.cortex.1","Human.whole.cortex.2","Human.whole.cortex.3","Mouse.astrocytes.FACS","Mouse.astrocytes.FACS.1","Mouse.astrocytes.immunopanned","Mouse.astrocytes.immunopanned.1","Mouse.astrocytes.immunopanned.2","Mouse.astrocytes.immunopanned.3","Mouse.neurons","Mouse.neurons.1","Mouse.oligodendrocytes","Mouse.oligodendrocytes.1","Mouse.oligodendrocytes.2","Mouse.oligodendrocytes.3","Mouse.oligodendrocytes.4","Mouse.oligodendrocytes.5","Mouse.microglia","Mouse.microglia.1","Mouse.endothelial","Mouse.endothelial.1","Mouse.whole.brain","Mouse.whole.brain.1","Mouse.whole.brain.2"
"Human.mature.astrocytes.5",0.322275304823167,0.731713628820659,0.691952624555965,0.581459776857063,0.471501362663309,0.27415584433449,0.749111447506696,0.71306578909112,0.756528048867677,0.685381492777555,0.731706463483133,0.657626901206163,0.732112430730696,0.709988551147544,0.0935423795152086,0.0282207505529346,0.0227972520800798,0.0300766723102165,0.139936839485043,0,0.195213174161745,0.263460558646911,0.0192994988042297,0.0369076185159891,0.0901552887870802,0.112532209745889,0.609802400887836,0.828883624081933,0.849078503066706,0.855446847877492,0.781819685471806,0.864448805051256,0.781185189886353,0.885815944259683,0.908916628467415,0.821316469397985,0.732429529324167,0.58187992864748,0.715095742647239,0.479370345517347,0.668186166381988,0.217599841398841,0.44556529187268,0.127935234809511,0.300708973152765,0.0509817400373478,0.564440323274852,0.691257781823186,0.679550867413332,0.35409082647913,0.573811765954882,0.953818867405044,0.823072042115905,0.597816462404254,0.584533517343143,0.515807275432194,0.483700709870399,0.75315953786741,0.762056308234313,0.65646338181235,0.724045136270853,0.646473703948211
"Human.mature.astrocytes.6",0.292805911233195,0.460353408166733,0.463480140032121,0.532277061625207,0.41083606753071,0.117085241637887,0.482178654309683,0.58398848649364,0.637538365603545,0.576172640965321,0.544487336907432,0.51259681233433,0.649332058244963,0.497915531255332,0.15881309903685,0.220967460392768,0.178080859636408,0.18520560968462,0.0905468304756492,0.195213174161745,0,0.202118724785429,0.19341422347307,0.190003196125365,0.0643130421817131,0.0614750344915657,0.470160873721175,0.399518222456714,0.534947650847969,0.550891252289788,0.464368749728005,0.534582675665648,0.650133721397383,0.641529268330662,0.743083842889343,0.455458378333354,0.449986618733116,0.564836515618816,0.761098512524571,0.501275482816441,0.702098187738139,0.492006963048895,0.734470311122124,0.65646338181235,0.033920373474195,0.553681051938478,0.0940050785294825,0.912298475297917,0.800931581304927,0.380097998360872,0.429895156859237,0.836084349925712,0.567304702263066,0.624900384824292,0.604286006147958,0.217599841398841,0.127935234809511,0.523237380325099,0.5887857249877,0.724045136270853,0.696845834264799,0.685138919854945
"Human.mature.astrocytes.7",0.407858571828348,0.580004794606349,0.552982327455862,0.485230889477663,0.49646016525153,0.268678826825507,0.606206642150492,0.641841852710098,0.684012844374965,0.621430034264834,0.622809971498613,0.555705193528906,0.685981146830196,0.594947509072568,0.291908181949556,0.236177912431888,0.250804105764261,0.29389870627846,0.13442706972556,0.263460558646911,0.202118724785429,0,0.258248349568049,0.258831438391615,0.159397338026908,0.137647059478562,0.493776187287172,0.595587505296137,0.663371498818846,0.676705150759882,0.602925812673349,0.682789132821341,0.697440152161755,0.743527093954481,0.809096242665966,0.609192233111077,0.545841010282642,0.582316181243996,0.737018756865693,0.478306075620667,0.69248675688731,0.423310833345387,0.730098586372906,0.00795840154521299,0.145550803423499,0.480686283652437,0.652113621183319,0.813943889114735,0.673432005445091,0.0769437119663298,0.642123943319181,0.685138919854945,0.912298475297917,0.686122233094594,0.74942053159108,0.538615975261856,0.233374257590606,0.5887857249877,0.604286006147958,0.567304702263066,0.499753992651297,0.523237380325099
"Human.mature.astrocytes.8",0.31818290387212,0.709577829139783,0.668655485436792,0.557271882600698,0.443283183360542,0.255186571304768,0.714614915606756,0.670126440402255,0.732309188164869,0.641928774322747,0.689459615988857,0.622146691626976,0.697808902758071,0.670048636362332,0.133487705921232,0.0305966655969685,0.0373687025939634,0.0160252694080487,0.15361811325414,0.0192994988042297,0.19341422347307,0.258248349568049,0,0.0366278739044582,0.0987322100820534,0.106264928253819,0.569320065417241,0.773141312170659,0.792256988296058,0.793793770491917,0.712082529539072,0.784962300740955,0.757563645845336,0.8696876693899,0.89864920750434,0.790103319233317,0.694682730957778,0.509925578490485,0.654901774471502,0.414225021845793,0.613397671606629,0.326716145034507,0.143709651001276,0.177639807281305,0.44556529187268,0.033920373474195,0.380097998360872,0.715781084376838,0.685138919854945,0.475112189100151,0.671066555596962,0.499753992651297,0.515132587588053,0.570909867018556,0.552239625586443,0.691257781823186,0.613316743564512,0.853431216558252,0.953818867405044,0.813943889114735,0.794621943896561,0.650680675492012
"Human.mature.astrocytes.9",0.360519903352468,0.700705288008132,0.650068229257929,0.530667485218004,0.442650702385046,0.229971768301528,0.704000752526896,0.663698175799305,0.70412672493196,0.61095722331374,0.657186217607898,0.585748988182144,0.670332706739619,0.63230005316747,0.166633646970401,0.068072071882178,0.0627514612545681,0.0546594951941558,0.177608653901715,0.0369076185159891,0.190003196125365,0.258831438391615,0.0366278739044582,0,0.111665638604145,0.112046979418685,0.531110274255258,0.75876173083987,0.781374630776418,0.794819096941607,0.725061481689686,0.81122877982081,0.685669729381574,0.821947421074669,0.854330047505824,0.75651879007577,0.666907696423397,0.543376197479066,0.676456787729082,0.44249953310012,0.63641550895821,0.343779656776968,0.00795840154521299,0.244974522843463,0.456044480101291,0.127935234809511,0.397161510103332,0.652113621183319,0.762481683932372,0.483700709870399,0.71140935962762,0.853431216558252,0.953818867405044,0.608621335196607,0.680861579582375,0.499753992651297,0.523438840766549,0.781803629150546,0.66494769362872,0.5887857249877,0.636484026084073,0.578063973599439
"Human.mature.astrocytes.10",0.27661569897778,0.602332336021757,0.608373704433523,0.553307456154257,0.413014396961209,0.166768191803248,0.598951965427024,0.626750148475261,0.695931099827477,0.657163602011382,0.645745172865352,0.591706058643151,0.705953109450973,0.6250956332097,0.106278241352364,0.0910890875440397,0.090542125970106,0.0985292755043636,0.0452568600702816,0.0901552887870802,0.0643130421817131,0.159397338026908,0.0987322100820534,0.111665638604145,0,0.0207381169068703,0.516409771972111,0.607474852871991,0.649298612237741,0.659306242251205,0.601511137097867,0.670372076907956,0.789567855406433,0.798542562820158,0.856256317010463,0.63189892873475,0.567783911744021,0.578051007735483,0.767422903927565,0.491301195426755,0.704988966157749,0.0509817400373478,0.706313459320818,0.0940050785294825,0.177639807281305,0.613316743564512,0.46463300087154,0.742734363016139,0.66494769362872,0.2012852537328,0.286756110916971,0.615869647407738,0.538615975261856,0.666664930174436,0.641789783070482,0.491165471881048,0.475112189100151,0.823072042115905,0.88193930085557,0.800931581304927,0.584533517343143,0.604286006147958
"Human.mature.astrocytes.11",0.302116965701142,0.579023120413618,0.581360096598308,0.533543224351377,0.399787947885771,0.14468066209855,0.563570928669279,0.598341765161211,0.664273334424942,0.608403416501134,0.591230050738112,0.556094356623495,0.670820781369784,0.573511640932586,0.149125064195711,0.104431381952954,0.114797634803577,0.113213204321379,0.0622869101311706,0.112532209745889,0.0614750344915657,0.137647059478562,0.106264928253819,0.112046979418685,0.0207381169068703,0,0.466523668329902,0.547046768654417,0.596951713673942,0.616683108339461,0.551788152015155,0.627258744891025,0.754288014626225,0.758065532549936,0.826753851620316,0.562889328319742,0.513174182491572,0.547697416229082,0.729769879771773,0.454680341174053,0.672667650766161,0.127935234809511,0.560188115630295,0.515132587588053,0.00795840154521299,0.531185870368951,0.177639807281305,0.894951608665378,0.791803428303757,0.273334291708143,0.75315953786741,0.567304702263066,0.813943889114735,0.661981009296706,0.66059793299969,0.412831645116776,0.35409082647913,0.624900384824292,0.646473703948211,0.613316743564512,0.715781084376838,0.599590597780053
"Human.Neurons",0.654067543663531,0.519776896621336,0.521636366007968,0.513332064723073,0.568642486232853,0.461921875588043,0.585663876546298,0.59921266816058,0.515973608352757,0.446089033915325,0.414651208984078,0.400668866777062,0.500437727896279,0.421419447790617,0.624101727686501,0.640032808128321,0.568376922305578,0.609518219506678,0.553663693958026,0.609802400887836,0.470160873721175,0.493776187287172,0.569320065417241,0.531110274255258,0.516409771972111,0.466523668329902,0,0.554446726396061,0.601327209171769,0.622077554222162,0.550046163276653,0.643532120582166,0.651126755904556,0.711635024208405,0.777543237752029,0.524072846079208,0.491275153925896,0.393340645150041,0.626971689245272,0.408254493616537,0.61325052971187,0.673432005445091,0.523237380325099,0.66067035335615,0.71140935962762,0.636484026084073,0.823072042115905,0.0769437119663298,0.00795840154521299,0.6305403020594,0.35409082647913,0.560188115630295,0.685138919854945,0.830428251141723,0.5887857249877,0.734470311122124,0.744324631284278,0.546564465305707,0.492006963048895,0.472939254050035,0.273334291708143,0.217599841398841
"Human.Oligodendrocytes",0.686599846728273,0.374039516317728,0.375242305806252,0.655765229166895,0.455800444513862,0.332821696807805,0.191515240211466,0.390284171428678,0.618448323582763,0.560268659666297,0.47412545764646,0.492842624813927,0.627253313201165,0.408264347761085,0.753646910457056,0.854658428611875,0.793096258066326,0.796876735299091,0.625407091724876,0.828883624081933,0.399518222456714,0.595587505296137,0.773141312170659,0.75876173083987,0.607474852871991,0.547046768654417,0.554446726396061,0,0.184232754589262,0.191378357750296,0.162139619207609,0.158571475568236,0.416677083900944,0.342331418557321,0.486657241648632,0.265370737844832,0.334874108686849,0.653638251825889,0.839481513810319,0.714744417153378,0.822055908956644,0.836084349925712,0.953818867405044,0.588868846391792,0.553681051938478,0.772481483085583,0.499753992651297,0.701941734571601,0.724045136270853,0.690234820161747,0.604286006147958,0.300708973152765,0.00795840154521299,0.110873868246358,0.0509817400373478,0.65646338181235,0.636484026084073,0.44556529187268,0.326716145034507,0.620216463946563,0.538302457001722,0.813943889114735
"Human.Oligodendrocytes.1",0.686880232593265,0.558761846831695,0.559348341181197,0.632985352838588,0.192237672987339,0.458537217220553,0.16792357897076,0.124235030498024,0.66359014873913,0.636060016183602,0.56653797651363,0.580861005747852,0.671244731972092,0.528023718643708,0.798228857540513,0.869065359720026,0.820620506990289,0.827539719012298,0.697607352298697,0.849078503066706,0.534947650847969,0.663371498818846,0.792256988296058,0.781374630776418,0.649298612237741,0.596951713673942,0.601327209171769,0.184232754589262,0,0.0222218879431828,0.193134507985995,0.0948624218833368,0.693465975233876,0.676397721070068,0.771608167567442,0.48234106024305,0.488612873492233,0.61179742031209,0.809030801377755,0.715697974020591,0.796159491577188,0.853431216558252,0.66494769362872,0.620216463946563,0.578063973599439,0.724045136270853,0.423310833345387,0.636484026084073,0.599590597780053,0.831290755747274,0.772481483085583,0.0509817400373478,0.127935234809511,0.233374257590606,0.161865391089539,0.696845834264799,0.8728111478544,0.515807275432194,0.46463300087154,0.499753992651297,0.564440323274852,0.690234820161747
"Human.Oligodendrocytes.2",0.642619609116815,0.579941079720018,0.588523628283969,0.655973662002396,0.19890679599529,0.440921338008647,0.1873739117793,0.142096907645051,0.666422895622716,0.645219095338215,0.572196514783285,0.590280809994731,0.674236151754892,0.544087756637466,0.800477712735113,0.869071447289706,0.824817879312955,0.834927926784927,0.703432908166128,0.855446847877492,0.550891252289788,0.676705150759882,0.793793770491917,0.794819096941607,0.659306242251205,0.616683108339461,0.622077554222162,0.191378357750296,0.0222218879431828,0,0.176357823480399,0.0598823454031771,0.689836260013624,0.656557900015707,0.737774199322136,0.48428629915764,0.483296563923248,0.572711590001216,0.773908242653351,0.691628725525689,0.760576904889936,0.762481683932372,0.823072042115905,0.538302457001722,0.515132587588053,0.734470311122124,0.412831645116776,0.5887857249877,0.690234820161747,0.813943889114735,0.66494769362872,0.033920373474195,0.11162064714347,0.217599841398841,0.145550803423499,0.642123943319181,0.862811348701189,0.604286006147958,0.560188115630295,0.573811765954882,0.44556529187268,0.725002686066104
"Human.Oligodendrocytes.3",0.498367198556507,0.520785227095016,0.517061343848946,0.612952191339038,0.402203282515798,0.316833141757099,0.19542267973939,0.328083654597388,0.595563028390239,0.572633898888361,0.499900433262531,0.515954936745968,0.602260198035668,0.462271405644893,0.727347960373388,0.795671945551815,0.747262316481954,0.753313502886197,0.632396114121537,0.781819685471806,0.464368749728005,0.602925812673349,0.712082529539072,0.725061481689686,0.601511137097867,0.551788152015155,0.550046163276653,0.162139619207609,0.193134507985995,0.176357823480399,0,0.134337640910777,0.631244199450178,0.619503557893114,0.712325639088372,0.362083362140448,0.384549899905556,0.423659543763862,0.605414078865919,0.516956906930393,0.585659270565613,0.724045136270853,0.742734363016139,0.440205607294131,0.480686283652437,0.507184097544202,0.531185870368951,0.567304702263066,0.604286006147958,0.624900384824292,0.553681051938478,0.0685973086513355,0.0940050785294825,0.2012852537328,0.127935234809511,0.794621943896561,0.74942053159108,0.642123943319181,0.652113621183319,0.685138919854945,0.701941734571601,0.953818867405044
"Human.Oligodendrocytes.4",0.594896920641383,0.575398222754201,0.567568845081425,0.711431341461267,0.340396140367949,0.424573940718468,0.296221149628579,0.291936836655368,0.673222118353078,0.647763860554289,0.567635464319757,0.601176071310389,0.681360027405577,0.534402217860012,0.813655042462418,0.873218474824316,0.832928178771188,0.829034314507716,0.71472551227232,0.864448805051256,0.534582675665648,0.682789132821341,0.784962300740955,0.81122877982081,0.670372076907956,0.627258744891025,0.643532120582166,0.158571475568236,0.0948624218833368,0.0598823454031771,0.134337640910777,0,0.678053202602102,0.651304339734551,0.752306110688477,0.446457202761939,0.430023318656334,0.520883611538693,0.720171812646486,0.651031888652372,0.707037634878402,0.953818867405044,0.691257781823186,0.447952636896533,0.472939254050035,0.560188115630295,0.544809520693538,0.595255268731404,0.715781084376838,0.800931581304927,0.624900384824292,0.00795840154521299,0.0769437119663298,0.183669685118813,0.110873868246358,0.742734363016139,0.65646338181235,0.573811765954882,0.507184097544202,0.673432005445091,0.646473703948211,0.853431216558252
"Human.Microglia.Macrophage",0.886949544066302,0.578853618531559,0.531526143894823,0.714698580406039,0.731699386159901,0.51008701330795,0.527613521823061,0.701288792889141,0.738217016863112,0.644459730094747,0.644562449305514,0.602451289992998,0.704561533294078,0.575489433428147,0.825295011179285,0.835920440729129,0.761425212378316,0.794790211516786,0.788348724385334,0.781185189886353,0.650133721397383,0.697440152161755,0.757563645845336,0.685669729381574,0.789567855406433,0.754288014626225,0.651126755904556,0.416677083900944,0.693465975233876,0.689836260013624,0.631244199450178,0.678053202602102,0,0.165208023492105,0.260391690912177,0.579579391127316,0.617075757061181,0.761572319818365,0.825043800949542,0.757072394551634,0.835107228492185,0.46463300087154,0.244974522843463,0.507184097544202,0.734470311122124,0.369928980019022,0.620216463946563,0.66067035335615,0.636484026084073,0.584533517343143,0.685138919854945,0.691257781823186,0.75315953786741,0.953818867405044,0.894951608665378,0.0509817400373478,0.380097998360872,0.11162064714347,0.538302457001722,0.595255268731404,0.8728111478544,0.546564465305707
"Human.Microglia.Macrophage.1",0.895964044338671,0.586896031027969,0.589222083619773,0.810059734306097,0.801672829226857,0.468203368083154,0.479968490126927,0.771803829997335,0.761667790647276,0.71331714407377,0.660269343569521,0.670482534100124,0.753132367569976,0.622660633135414,0.861305872689424,0.914347175578389,0.866988245948305,0.883832696314187,0.782332406101685,0.885815944259683,0.641529268330662,0.743527093954481,0.8696876693899,0.821947421074669,0.798542562820158,0.758065532549936,0.711635024208405,0.342331418557321,0.676397721070068,0.656557900015707,0.619503557893114,0.651304339734551,0.165208023492105,0,0.0555196267081333,0.514885519046534,0.582502368998239,0.873863561741635,0.944269603613417,0.870778083190791,0.938382766271954,0.584533517343143,0.599590597780053,0.813943889114735,0.679550867413332,0.781609636086753,0.894951608665378,0.613316743564512,0.652113621183319,0.553681051938478,0.523237380325099,0.706313459320818,0.691257781823186,0.912298475297917,0.624900384824292,0.033920373474195,0.145550803423499,0.0940050785294825,0.44556529187268,0.300708973152765,0.397161510103332,0.483700709870399
"Human.Microglia.Macrophage.2",0.924038850286364,0.717124613236383,0.713923493746041,0.854551782285214,0.851015374340395,0.522546192545018,0.559188661212961,0.828119714230736,0.822848899472026,0.7974933937824,0.764030101903338,0.762337292878333,0.824604522645225,0.740647242075502,0.900633316652541,0.931747558305625,0.895360198029827,0.912332690478009,0.844539716919693,0.908916628467415,0.743083842889343,0.809096242665966,0.89864920750434,0.854330047505824,0.856256317010463,0.826753851620316,0.777543237752029,0.486657241648632,0.771608167567442,0.737774199322136,0.712325639088372,0.752306110688477,0.260391690912177,0.0555196267081333,0,0.676555555686218,0.716240518510929,0.905457981807967,0.953818867405044,0.903644190300648,0.950979807590528,0.75315953786741,0.538302457001722,0.715781084376838,0.894951608665378,0.631800105206343,0.673432005445091,0.953818867405044,0.831290755747274,0.560188115630295,0.578063973599439,0.634890062688431,0.5887857249877,0.604286006147958,0.685138919854945,0.00795840154521299,0.0509817400373478,0.273334291708143,0.456044480101291,0.431899354115636,0.177639807281305,0.499753992651297
"Human.Endothelial",0.652704887273302,0.362216972069064,0.408427546760921,0.631467563501559,0.675969724484886,0.435997971297354,0.457874187266636,0.65548635439446,0.490286665912132,0.470329866013269,0.36940828432065,0.419450857525596,0.51817167218715,0.349563389479119,0.732868022247267,0.841791761796442,0.784200824502181,0.807129376120122,0.610778782381054,0.821316469397985,0.455458378333354,0.609192233111077,0.790103319233317,0.75651879007577,0.63189892873475,0.562889328319742,0.524072846079208,0.265370737844832,0.48234106024305,0.48428629915764,0.362083362140448,0.446457202761939,0.579579391127316,0.514885519046534,0.676555555686218,0,0.145016848140845,0.589486588909731,0.688052512920911,0.587127706381799,0.666109535768852,0.691257781823186,0.781803629150546,0.853431216558252,0.724045136270853,0.953818867405044,0.75315953786741,0.560188115630295,0.483700709870399,0.679550867413332,0.326716145034507,0.584533517343143,0.523438840766549,0.593564254759697,0.620204976456388,0.508060245829792,0.652113621183319,0.033920373474195,0.0509817400373478,0.217599841398841,0.300708973152765,0.44556529187268
"Human.Endothelial.1",0.574395664785577,0.412007485421022,0.427463801151694,0.531976162813232,0.635777300287597,0.411146373767287,0.508733872451454,0.636586801772867,0.44244006714839,0.439961270438381,0.305108233124737,0.393057308720829,0.449647474979793,0.340962347684835,0.685136152114675,0.731180465442111,0.702178034904821,0.723111676914883,0.560797638571249,0.732429529324167,0.449986618733116,0.545841010282642,0.694682730957778,0.666907696423397,0.567783911744021,0.513174182491572,0.491275153925896,0.334874108686849,0.488612873492233,0.483296563923248,0.384549899905556,0.430023318656334,0.617075757061181,0.582502368998239,0.716240518510929,0.145016848140845,0,0.515533047278043,0.658989426213299,0.515149680671947,0.633310503984936,0.800931581304927,0.813943889114735,0.642123943319181,0.673432005445091,0.794621943896561,0.66067035335615,0.584533517343143,0.412831645116776,0.734470311122124,0.620216463946563,0.552239625586443,0.380097998360872,0.523438840766549,0.46463300087154,0.685138919854945,0.834799975890941,0.00795840154521299,0.0769437119663298,0.523237380325099,0.161865391089539,0.326716145034507
"Human.whole.cortex",0.366518686086533,0.703387645455104,0.660401513396869,0.543757166409686,0.56465134149462,0.510927145819092,0.663512336366562,0.602473586022903,0.542482314828189,0.541032676863602,0.479317234932872,0.499352010173855,0.514898753893747,0.492324199990961,0.646974917331304,0.58571618205662,0.561080584988292,0.554981363193705,0.625949610147095,0.58187992864748,0.564836515618816,0.582316181243996,0.509925578490485,0.543376197479066,0.578051007735483,0.547697416229082,0.393340645150041,0.653638251825889,0.61179742031209,0.572711590001216,0.423659543763862,0.520883611538693,0.761572319818365,0.873863561741635,0.905457981807967,0.589486588909731,0.515533047278043,0,0.108462094539148,0.0401293710420962,0.0932069057382188,0.66067035335615,0.127935234809511,0.584533517343143,0.620216463946563,0.472939254050035,0.161865391089539,0.483700709870399,0.273334291708143,0.772481483085583,0.813943889114735,0.380097998360872,0.491165471881048,0.00795840154521299,0.523438840766549,0.836084349925712,0.894951608665378,0.701941734571601,0.669154665172521,0.636484026084073,0.604286006147958,0.743792457187086
"Human.whole.cortex.1",0.460049133963622,0.860379938926003,0.808107977743782,0.67568406165327,0.776606749935522,0.720462718656315,0.862307658166349,0.801089991163424,0.639458371634037,0.656412487395158,0.597502562769372,0.641008858459271,0.613055242486829,0.606309964768331,0.805842886210183,0.718837299824735,0.705144932629662,0.696647728299147,0.804121860299125,0.715095742647239,0.761098512524571,0.737018756865693,0.654901774471502,0.676456787729082,0.767422903927565,0.729769879771773,0.626971689245272,0.839481513810319,0.809030801377755,0.773908242653351,0.605414078865919,0.720171812646486,0.825043800949542,0.944269603613417,0.953818867405044,0.688052512920911,0.658989426213299,0.108462094539148,0,0.0899132960316064,0.00795840154521299,0.523237380325099,0.0509817400373478,0.369928980019022,0.507184097544202,0.30371534148111,0.183669685118813,0.531185870368951,0.595255268731404,0.834799975890941,0.853489202636227,0.44556529187268,0.613316743564512,0.397161510103332,0.560188115630295,0.894951608665378,0.953818867405044,0.8728111478544,0.624900384824292,0.690234820161747,0.744324631284278,0.671066555596962
"Human.whole.cortex.2",0.33931693169331,0.700550743915261,0.653348443466099,0.517438193374813,0.611897001827988,0.487656368940965,0.725233160129718,0.683520761902982,0.549842794299312,0.541635613858674,0.486066164002851,0.502288629764048,0.52431276880618,0.50031321622739,0.571943297494648,0.46694605881016,0.466163952859009,0.449795986727004,0.527035131465009,0.479370345517347,0.501275482816441,0.478306075620667,0.414225021845793,0.44249953310012,0.491301195426755,0.454680341174053,0.408254493616537,0.714744417153378,0.715697974020591,0.691628725525689,0.516956906930393,0.651031888652372,0.757072394551634,0.870778083190791,0.903644190300648,0.587127706381799,0.515149680671947,0.0401293710420962,0.0899132960316064,0,0.0701497494818852,0.412831645116776,0.033920373474195,0.270981694725206,0.595255268731404,0.183669685118813,0.492006963048895,0.273334291708143,0.508060245829792,0.685138919854945,0.800931581304927,0.429895156859237,0.604286006147958,0.544809520693538,0.531185870368951,0.823072042115905,0.88193930085557,0.706313459320818,0.620204976456388,0.762481683932372,0.734470311122124,0.66494769362872
